District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
Jagtial,Koratla,2019-09-30 00:00:00,18.5,21.55,33.35,74.15,98.3,0.0,10.8
Jagtial,Metpalle,2019-09-25 00:00:00,10.3,23.5,34.85,58.15,100.0,0.0,4.1
Jagtial,Metpalle,2019-09-26 00:00:00,6.1,23.85,31.5,81.15,100.0,0.0,6.3
Jagtial,Metpalle,2019-09-27 00:00:00,36.3,22.45,31.3,79.25,100.0,0.0,6.4
Jagtial,Metpalle,2019-09-28 00:00:00,0.4,23.15,31.5,77.4,100.0,0.0,4.6
Jagtial,Metpalle,2019-09-29 00:00:00,0.0,22.85,32.25,71.4,100.0,0.0,4.0
Jagtial,Metpalle,2019-09-30 00:00:00,45.2,21.75,34.3,57.9,97.85,0.0,3.7
Jagtial,Kathlapur,2019-09-25 00:00:00,9.3,23.6,32.1,71.9,98.8,0.0,2.1
Jagtial,Kathlapur,2019-09-26 00:00:00,2.3,24.7,29.7,79.5,96.6,0.2,1.8
Jagtial,Kathlapur,2019-09-27 00:00:00,19.6,22.5,29.3,77.9,98.5,0.0,2.8
Jagtial,Kathlapur,2019-09-28 00:00:00,0.3,22.4,30.7,74.6,98.4,0.0,1.3
Jagtial,Kathlapur,2019-09-29 00:00:00,0.0,23.0,30.8,72.3,96.7,0.0,1.4
Jagtial,Kathlapur,2019-09-30 00:00:00,31.0,21.5,31.6,70.3,98.7,0.0,2.2
Jagtial,Kodimial,2019-09-25 00:00:00,46.6,22.5,31.3,76.15,99.65,0.0,5.7
Jagtial,Kodimial,2019-09-26 00:00:00,4.7,23.8,28.7,89.7,100.0,0.0,6.7
Jagtial,Kodimial,2019-09-27 00:00:00,22.6,22.35,27.75,89.95,97.85,0.0,6.0
Jagtial,Kodimial,2019-09-28 00:00:00,0.0,23.05,32.2,71.05,99.95,0.0,5.0
Jagtial,Kodimial,2019-09-29 00:00:00,0.0,22.55,32.25,69.3,97.7,0.0,3.4
Jagtial,Kodimial,2019-09-30 00:00:00,43.1,21.1,33.0,63.55,98.5,0.0,4.3
Jagtial,Malial,2019-09-25 00:00:00,15.7,23.0,33.95,64.7,99.8,0.0,8.8
Jagtial,Malial,2019-09-26 00:00:00,3.6,24.1,28.7,90.75,99.85,0.0,8.4
Jagtial,Malial,2019-09-27 00:00:00,19.8,22.6,28.8,85.15,99.7,0.0,9.0
Jagtial,Malial,2019-09-28 00:00:00,0.0,23.3,32.45,70.3,99.8,0.0,12.5
Jagtial,Malial,2019-09-29 00:00:00,0.0,23.35,32.45,72.05,97.8,0.0,8.1
Jagtial,Malial,2019-09-30 00:00:00,49.2,21.1,33.3,63.7,99.65,0.0,6.4
Jagtial,Pegadapalle,2019-09-25 00:00:00,12.6,23.3,33.1,67.7,93.5,0.0,9.6
Jagtial,Pegadapalle,2019-09-26 00:00:00,0.0,24.5,29.3,80.1,93.5,0.0,7.6
Jagtial,Pegadapalle,2019-09-27 00:00:00,33.2,22.9,29.8,75.2,93.2,0.0,10.9
Jagtial,Pegadapalle,2019-09-28 00:00:00,5.6,23.5,33.2,65.8,93.3,0.0,6.7
Jagtial,Pegadapalle,2019-09-29 00:00:00,0.8,23.4,32.4,65.8,92.5,0.0,5.4
Jagtial,Pegadapalle,2019-09-30 00:00:00,102.7,21.6,32.8,66.4,93.7,0.0,5.5
Jagtial,Gollapalle,2019-09-25 00:00:00,7.6,24.0,34.0,68.9,99.9,0.0,1.0
Jagtial,Gollapalle,2019-09-26 00:00:00,0.0,25.0,29.4,84.1,99.8,0.0,0.1
Jagtial,Gollapalle,2019-09-27 00:00:00,22.2,23.4,30.7,79.2,99.9,0.0,2.3
Jagtial,Gollapalle,2019-09-28 00:00:00,0.3,23.8,32.5,74.1,99.9,0.0,6.9
Jagtial,Gollapalle,2019-09-29 00:00:00,0.0,23.5,32.6,71.4,98.0,0.0,0.1
Jagtial,Gollapalle,2019-09-30 00:00:00,59.9,21.4,33.9,70.9,99.9,0.0,7.6
Jagtial,Velgatoor,2019-09-25 00:00:00,12.1,23.1333333333333,33.6666666666667,79.6333333333333,99.6,0.0,1.8
Jagtial,Velgatoor,2019-09-26 00:00:00,7.2,24.7333333333333,29.4333333333333,88.5,99.1,0.0,1.0
Jagtial,Velgatoor,2019-09-27 00:00:00,32.5,23.7666666666667,29.3,86.1,99.8,0.0,1.8
Jagtial,Velgatoor,2019-09-28 00:00:00,23.3,23.5333333333333,31.7666666666667,86.3333333333333,99.7666666666667,0.0,11.4
Jagtial,Velgatoor,2019-09-29 00:00:00,3.6,23.5,32.2666666666667,84.4,99.5333333333333,0.0,0.8
Jagtial,Velgatoor,2019-09-30 00:00:00,33.2,22.2666666666667,33.1333333333333,82.2333333333333,99.7333333333333,0.0,1.1
Peddapalli,Dharmaram,2019-09-25 00:00:00,26.5,23.5,33.5,80.2,100.0,0.0,0.1
Peddapalli,Dharmaram,2019-09-26 00:00:00,8.2,24.5,29.1,91.7,100.0,0.0,7.4
Peddapalli,Dharmaram,2019-09-27 00:00:00,46.7,22.9,29.1,88.8,100.0,0.0,8.7
Peddapalli,Dharmaram,2019-09-28 00:00:00,28.9,23.3,31.7,85.6,100.0,0.0,0.2
Peddapalli,Dharmaram,2019-09-29 00:00:00,7.7,23.4,31.1,87.2,100.0,0.0,3.0
Peddapalli,Dharmaram,2019-09-30 00:00:00,92.2,22.3,32.7,84.1,100.0,0.0,7.2
Peddapalli,Palakurthy,2019-09-25 00:00:00,45.9,23.7,33.65,68.85,99.25,0.0,4.3
Peddapalli,Palakurthy,2019-09-26 00:00:00,2.7,24.75,28.75,90.8,99.45,0.0,7.4
Peddapalli,Palakurthy,2019-09-27 00:00:00,41.2,23.1,29.25,80.1,98.95,0.0,8.7
Peddapalli,Palakurthy,2019-09-28 00:00:00,9.0,23.1,32.15,72.8,99.35,0.0,6.2
Peddapalli,Palakurthy,2019-09-29 00:00:00,5.2,23.15,31.45,76.8,99.45,0.0,3.0
Peddapalli,Palakurthy,2019-09-30 00:00:00,44.4,22.2,33.0,70.05,99.35,0.0,7.2
Peddapalli,Antargoan,2019-09-25 00:00:00,17.3,23.7,33.6,62.7,94.5,0.0,10.0
Peddapalli,Antargoan,2019-09-26 00:00:00,3.5,24.7,29.1,75.2,87.5,0.0,5.3
Peddapalli,Antargoan,2019-09-27 00:00:00,38.0,24.0,30.8,71.6,93.1,0.0,11.6
Peddapalli,Antargoan,2019-09-28 00:00:00,1.8,24.0,31.9,65.7,85.6,0.0,8.5
Peddapalli,Antargoan,2019-09-29 00:00:00,17.0,22.9,33.1,66.3,86.0,0.0,1.0
Peddapalli,Antargoan,2019-09-30 00:00:00,59.5,22.2,33.8,63.7,86.7,0.0,0.8
Peddapalli,Ramagundam,2019-09-25 00:00:00,34.5,23.65,32.75,69.95,99.0,0.0,6.5
Peddapalli,Ramagundam,2019-09-26 00:00:00,5.1,24.65,29.45,85.45,97.95,0.0,0.8
Peddapalli,Ramagundam,2019-09-27 00:00:00,15.6,22.95,29.45,81.3,98.0,0.0,2.2
Peddapalli,Ramagundam,2019-09-28 00:00:00,2.1,24.4,33.05,68.7,97.5,0.0,2.2
Peddapalli,Ramagundam,2019-09-29 00:00:00,1.8,23.45,33.75,68.35,97.55,0.0,1.0
Peddapalli,Ramagundam,2019-09-30 00:00:00,73.1,22.2,33.2,70.65,98.65,0.0,3.1
Peddapalli,Ramagiri,2019-09-25 00:00:00,83.4,24.1,33.3,71.4,99.9,0.0,0.1
Peddapalli,Ramagiri,2019-09-26 00:00:00,17.8,24.9,30.7,93.2,99.9,0.0,0.8
Peddapalli,Ramagiri,2019-09-27 00:00:00,3.3,24.9,30.1,80.7,99.9,0.0,1.7
Peddapalli,Ramagiri,2019-09-28 00:00:00,1.0,25.0,35.2,73.4,99.9,0.0,1.2
Peddapalli,Ramagiri,2019-09-29 00:00:00,10.3,24.3,35.8,73.6,99.9,0.0,1.0
Peddapalli,Ramagiri,2019-09-30 00:00:00,19.0,22.6,35.2,77.5,99.9,0.0,1.1
Peddapalli,Kamanpur,2019-09-25 00:00:00,83.4,23.9,33.1,71.8,99.3,0.0,1.0
Peddapalli,Kamanpur,2019-09-26 00:00:00,14.8,24.8,29.2,89.7,98.3,0.0,0.8
Peddapalli,Kamanpur,2019-09-27 00:00:00,10.8,23.3,30.2,80.7,98.2,0.0,1.7
Peddapalli,Kamanpur,2019-09-28 00:00:00,0.0,25.4,31.2,73.7,96.2,0.0,1.2
Peddapalli,Kamanpur,2019-09-29 00:00:00,14.8,24.2,32.5,67.6,97.9,0.0,1.2
Peddapalli,Kamanpur,2019-09-30 00:00:00,83.8,22.3,32.4,71.9,99.2,0.0,1.1
Peddapalli,Peddapalle,2019-09-25 00:00:00,118.2,23.3333333333333,32.9333333333333,69.2,97.3333333333333,0.0,7.3
Peddapalli,Peddapalle,2019-09-26 00:00:00,5.6,24.5,28.5333333333333,90.4333333333333,97.7333333333333,0.0,4.3
Peddapalli,Peddapalle,2019-09-27 00:00:00,20.6,22.5,28.6666666666667,81.8666666666667,96.9666666666667,0.2,5.2
Peddapalli,Peddapalle,2019-09-28 00:00:00,6.0,23.9333333333333,32.0333333333333,70.8333333333333,96.9333333333333,0.0,4.0
Peddapalli,Peddapalle,2019-09-29 00:00:00,12.6,23.2333333333333,32.4666666666667,71.3333333333333,97.3666666666667,0.0,9.6
Peddapalli,Peddapalle,2019-09-30 00:00:00,63.3,22.2333333333333,33.0,68.7,97.5,0.0,11.0
Peddapalli,Julapalle,2019-09-25 00:00:00,85.8,23.1,35.4,92.3,99.9,0.0,8.1
Peddapalli,Julapalle,2019-09-26 00:00:00,7.8,23.7,29.5,72.5,99.5,0.0,3.6
Peddapalli,Julapalle,2019-09-27 00:00:00,65.2,24.8,29.5,97.2,100.0,0.0,11.6
Peddapalli,Julapalle,2019-09-28 00:00:00,41.6,25.4,33.0,98.6,99.9,0.0,8.5
Peddapalli,Julapalle,2019-09-29 00:00:00,1.4,24.9,32.5,98.8,100.0,0.0,8.0
Peddapalli,Julapalle,2019-09-30 00:00:00,62.3,24.3,34.6,96.3,100.0,0.0,12.7
Peddapalli,Elgaid,2019-09-25 00:00:00,99.2,23.0,33.2,89.9,100.0,0.0,4.0
Peddapalli,Elgaid,2019-09-26 00:00:00,4.6,24.2,29.7,71.5,99.0,0.0,1.2
Peddapalli,Elgaid,2019-09-27 00:00:00,42.4,22.4,29.5,99.9,100.0,0.0,2.8
Peddapalli,Elgaid,2019-09-28 00:00:00,26.2,22.9,33.5,92.1,100.0,0.0,2.4
Peddapalli,Elgaid,2019-09-29 00:00:00,0.0,22.7,31.9,98.3,100.0,0.0,2.4
Peddapalli,Elgaid,2019-09-30 00:00:00,28.3,21.4,32.8,90.4,100.0,0.0,2.9
Peddapalli,Sultanabad,2019-09-25 00:00:00,98.3,23.05,32.2,71.55,97.65,0.0,8.5
Peddapalli,Sultanabad,2019-09-26 00:00:00,6.2,24.45,28.9,83.8,96.1,0.2,12.5
Peddapalli,Sultanabad,2019-09-27 00:00:00,10.7,22.25,28.1,82.05,96.5,0.0,15.4
Peddapalli,Sultanabad,2019-09-28 00:00:00,15.1,23.65,30.75,74.45,97.2,0.0,10.2
Peddapalli,Sultanabad,2019-09-29 00:00:00,26.6,23.45,31.4,74.6,96.55,0.0,15.8
Peddapalli,Sultanabad,2019-09-30 00:00:00,38.4,22.25,31.85,73.1,96.7,0.0,12.9
Peddapalli,Odela,2019-09-25 00:00:00,8.1,23.3,33.0,69.5,100.0,0.0,8.5
Peddapalli,Odela,2019-09-26 00:00:00,22.6,24.0,30.3,83.0,99.1,0.0,8.4
Peddapalli,Odela,2019-09-27 00:00:00,7.0,22.0,28.9,83.3,99.3,0.0,9.6
Peddapalli,Odela,2019-09-28 00:00:00,2.3,23.7,31.1,76.3,99.6,0.0,2.2
Peddapalli,Odela,2019-09-29 00:00:00,9.6,23.4,31.7,74.3,100.0,0.0,3.5
Peddapalli,Odela,2019-09-30 00:00:00,25.4,22.1,32.2,73.4,100.0,0.0,7.9
Peddapalli,Srirampur,2019-09-25 00:00:00,6.0,23.55,33.4,71.0,96.1,0.0,13.8
Peddapalli,Srirampur,2019-09-26 00:00:00,12.2,24.6,30.45,86.0,98.3,0.0,9.2
Peddapalli,Srirampur,2019-09-27 00:00:00,1.4,22.65,29.35,80.05,94.45,0.0,15.9
Peddapalli,Srirampur,2019-09-28 00:00:00,0.8,24.55,31.25,73.25,93.8,0.1,10.9
Peddapalli,Srirampur,2019-09-29 00:00:00,0.0,24.05,31.3,74.15,93.5,0.0,8.2
Peddapalli,Srirampur,2019-09-30 00:00:00,51.5,22.15,33.2,69.6,95.85,0.0,14.1
Peddapalli,Mutharam_Manthani,2019-09-25 00:00:00,6.1,24.1,32.9,79.2,97.2,0.0,7.2
Peddapalli,Mutharam_Manthani,2019-09-26 00:00:00,1.8,24.3,33.3,90.7,100.0,0.0,8.8
Peddapalli,Mutharam_Manthani,2019-09-27 00:00:00,3.0,22.8,30.4,85.5,96.6,0.0,11.4
Peddapalli,Mutharam_Manthani,2019-09-28 00:00:00,0.0,24.9,32.8,70.6,96.1,0.0,6.2
Peddapalli,Mutharam_Manthani,2019-09-29 00:00:00,8.6,24.5,32.1,73.3,95.7,0.0,5.9
Peddapalli,Mutharam_Manthani,2019-09-30 00:00:00,57.0,22.1,34.2,67.6,87.5,0.0,14.0
Peddapalli,Manthani,2019-09-25 00:00:00,18.5,24.65,33.9,76.45,96.1,0.0,8.9
Peddapalli,Manthani,2019-09-26 00:00:00,4.8,24.15,31.35,76.95,92.05,0.3,9.4
Peddapalli,Manthani,2019-09-27 00:00:00,2.4,23.85,31.35,78.45,96.05,0.0,14.3
Peddapalli,Manthani,2019-09-28 00:00:00,0.0,24.9,33.95,65.5,91.2,0.7,8.9
Peddapalli,Manthani,2019-09-29 00:00:00,6.8,24.9,33.7,70.65,92.55,0.0,11.4
Peddapalli,Manthani,2019-09-30 00:00:00,45.8,20.95,34.6,69.25,93.35,0.1,11.1
Jayashankar-Bhupalpally,Mahadevpur,2019-09-25 00:00:00,5.6,25.2,32.6,81.9333333333333,99.9333333333333,0.0,65.1
Jayashankar-Bhupalpally,Mahadevpur,2019-09-26 00:00:00,9.2,25.6666666666667,31.6666666666667,84.6666666666667,99.7666666666667,1.6,65.1
Jayashankar-Bhupalpally,Mahadevpur,2019-09-27 00:00:00,0.3,24.8,31.0666666666667,80.7666666666667,99.8,0.0,29.5
Jayashankar-Bhupalpally,Mahadevpur,2019-09-28 00:00:00,0.0,24.9333333333333,33.8,74.1333333333333,99.6,0.0,61.3
Jayashankar-Bhupalpally,Mahadevpur,2019-09-29 00:00:00,3.0,25.5333333333333,32.6333333333333,78.4,99.5666666666667,0.0,16.1
Jayashankar-Bhupalpally,Mahadevpur,2019-09-30 00:00:00,18.3,24.3,34.1666666666667,84.1333333333333,99.9333333333333,0.0,19.7
Jayashankar-Bhupalpally,Palmela,2019-09-25 00:00:00,5.8,25.2,34.9,77.5,99.9,0.0,3.1
Jayashankar-Bhupalpally,Palmela,2019-09-26 00:00:00,1.5,25.7,33.1,77.6,99.7,0.0,12.4
Jayashankar-Bhupalpally,Palmela,2019-09-27 00:00:00,0.0,24.8,30.4,80.9,99.9,0.0,16.1
Jayashankar-Bhupalpally,Palmela,2019-09-28 00:00:00,0.0,24.9,34.7,64.4,99.9,0.0,9.0
Jayashankar-Bhupalpally,Palmela,2019-09-29 00:00:00,0.0,26.1,34.7,77.5,99.9,0.0,8.5
Jayashankar-Bhupalpally,Palmela,2019-09-30 00:00:00,7.5,24.6,35.2,70.3,99.9,0.0,10.2
Jayashankar-Bhupalpally,Mutharam_Mahadevpur,2019-09-25 00:00:00,7.0,25.2,32.9,94.6,100.0,0.0,11.5
Jayashankar-Bhupalpally,Mutharam_Mahadevpur,2019-09-26 00:00:00,0.8,25.9,32.3,90.4,100.0,3.1,14.4
Jayashankar-Bhupalpally,Mutharam_Mahadevpur,2019-09-27 00:00:00,0.0,24.8,30.5,96.7,100.0,0.0,15.4
Jayashankar-Bhupalpally,Mutharam_Mahadevpur,2019-09-28 00:00:00,0.0,24.9,33.1,84.9,99.9,0.0,11.6
Jayashankar-Bhupalpally,Mutharam_Mahadevpur,2019-09-29 00:00:00,0.0,24.6,33.1,86.9,100.0,0.0,13.8
Jayashankar-Bhupalpally,Mutharam_Mahadevpur,2019-09-30 00:00:00,4.6,23.6,35.0,92.1,100.0,0.0,16.5
Jayashankar-Bhupalpally,Kataram,2019-09-25 00:00:00,1.3,25.15,33.1,75.2,100.0,0.0,65.1
Jayashankar-Bhupalpally,Kataram,2019-09-26 00:00:00,3.7,25.2,31.05,81.65,100.0,0.0,15.2
Jayashankar-Bhupalpally,Kataram,2019-09-27 00:00:00,0.0,24.6,31.45,83.85,100.0,0.0,12.4
Jayashankar-Bhupalpally,Kataram,2019-09-28 00:00:00,0.0,24.85,32.85,66.95,99.2,0.0,6.4
Jayashankar-Bhupalpally,Kataram,2019-09-29 00:00:00,0.3,24.8,32.1,80.4,100.0,0.0,9.7
Jayashankar-Bhupalpally,Kataram,2019-09-30 00:00:00,44.8,21.9,35.0,73.3,100.0,0.0,11.4
Jayashankar-Bhupalpally,Malharrao,2019-09-25 00:00:00,4.1,24.7666666666667,33.5666666666667,69.8333333333333,98.8,0.0,8.9
Jayashankar-Bhupalpally,Malharrao,2019-09-26 00:00:00,2.1,24.2666666666667,31.8666666666667,81.6666666666667,98.4333333333333,0.0,0.8
Jayashankar-Bhupalpally,Malharrao,2019-09-27 00:00:00,1.4,23.7333333333333,31.2333333333333,82.5333333333333,98.4666666666667,0.0,1.0
Jayashankar-Bhupalpally,Malharrao,2019-09-28 00:00:00,0.0,24.7666666666667,33.8666666666667,69.3666666666667,98.9666666666667,0.0,6.5
Jayashankar-Bhupalpally,Malharrao,2019-09-29 00:00:00,2.5,24.8,33.3333333333333,79.3333333333333,99.6333333333333,0.0,9.5
Jayashankar-Bhupalpally,Malharrao,2019-09-30 00:00:00,88.4,21.1666666666667,34.5666666666667,66.2333333333333,99.1,0.0,0.7
Jayashankar-Bhupalpally,Chityal,2019-09-25 00:00:00,3.5,24.4,35.5,71.4,99.9,0.0,0.8
Jayashankar-Bhupalpally,Chityal,2019-09-26 00:00:00,12.2,24.9,32.8,80.4,99.9,0.0,1.2
Jayashankar-Bhupalpally,Chityal,2019-09-27 00:00:00,0.5,24.9,30.1,81.1,99.9,0.0,1.6
Jayashankar-Bhupalpally,Chityal,2019-09-28 00:00:00,0.0,24.9,35.4,71.0,97.4,0.0,0.8
Jayashankar-Bhupalpally,Chityal,2019-09-29 00:00:00,0.0,27.1,35.2,73.0,99.9,0.0,0.9
Jayashankar-Bhupalpally,Chityal,2019-09-30 00:00:00,81.8,24.6,35.2,67.4,99.9,0.0,6.4
Jayashankar-Bhupalpally,Tekumatla,2019-09-25 00:00:00,0.5,23.6,36.0,67.4,99.0,0.0,0.8
Jayashankar-Bhupalpally,Tekumatla,2019-09-26 00:00:00,10.8,24.5,31.4,77.0,96.7,0.0,1.2
Jayashankar-Bhupalpally,Tekumatla,2019-09-27 00:00:00,1.5,23.7,29.7,79.8,96.1,0.0,1.6
Jayashankar-Bhupalpally,Tekumatla,2019-09-28 00:00:00,0.0,24.7,33.9,67.9,96.1,0.0,0.8
Jayashankar-Bhupalpally,Tekumatla,2019-09-29 00:00:00,0.5,23.7,33.6,73.0,96.9,0.0,0.9
Jayashankar-Bhupalpally,Tekumatla,2019-09-30 00:00:00,71.5,23.6,34.5,67.0,98.6,0.0,6.4
Jayashankar-Bhupalpally,Mogullapalle,2019-09-25 00:00:00,17.1,24.8,35.2,52.6,97.7,0.0,0.8
Jayashankar-Bhupalpally,Mogullapalle,2019-09-26 00:00:00,8.2,24.9,32.8,80.4,97.8,0.0,1.2
Jayashankar-Bhupalpally,Mogullapalle,2019-09-27 00:00:00,0.3,24.7,30.1,74.4,97.4,0.0,1.6
Jayashankar-Bhupalpally,Mogullapalle,2019-09-28 00:00:00,0.0,24.8,35.4,56.5,100.0,0.0,0.8
Jayashankar-Bhupalpally,Mogullapalle,2019-09-29 00:00:00,0.0,25.3,35.2,67.9,97.4,0.0,0.9
Jayashankar-Bhupalpally,Mogullapalle,2019-09-30 00:00:00,101.8,24.2,35.2,59.6,100.0,0.0,6.4
Jayashankar-Bhupalpally,Regonda,2019-09-25 00:00:00,21.1,23.95,33.0,71.7,99.05,0.2,3.8
Jayashankar-Bhupalpally,Regonda,2019-09-26 00:00:00,2.0,24.25,31.0,75.6,98.85,0.0,7.0
Jayashankar-Bhupalpally,Regonda,2019-09-27 00:00:00,1.9,23.2,28.4,81.0,98.55,0.5,8.8
Jayashankar-Bhupalpally,Regonda,2019-09-28 00:00:00,0.0,24.3,32.65,68.1,98.85,0.1,7.7
Jayashankar-Bhupalpally,Regonda,2019-09-29 00:00:00,0.0,24.75,31.7,72.1,97.85,0.1,5.8
Jayashankar-Bhupalpally,Regonda,2019-09-30 00:00:00,65.7,21.9,33.55,63.25,99.9,0.0,8.7
Jayashankar-Bhupalpally,Ghanapur_Mulug,2019-09-25 00:00:00,0.5,24.6,32.8,82.4,99.9,0.0,7.1
Jayashankar-Bhupalpally,Ghanapur_Mulug,2019-09-26 00:00:00,2.5,24.9,33.3,79.4,99.9,0.0,0.3
Jayashankar-Bhupalpally,Ghanapur_Mulug,2019-09-27 00:00:00,0.5,24.9,30.6,82.0,99.9,0.0,9.0
Jayashankar-Bhupalpally,Ghanapur_Mulug,2019-09-28 00:00:00,0.0,24.9,33.3,74.5,99.9,0.0,7.8
Jayashankar-Bhupalpally,Ghanapur_Mulug,2019-09-29 00:00:00,0.0,27.2,33.0,84.3,99.9,0.0,7.3
Jayashankar-Bhupalpally,Ghanapur_Mulug,2019-09-30 00:00:00,66.9,22.4,35.3,67.4,99.9,0.0,9.9
Jayashankar-Bhupalpally,Bhupalpalle,2019-09-25 00:00:00,4.2,24.7,32.6,77.5,99.9,0.0,7.1
Jayashankar-Bhupalpally,Bhupalpalle,2019-09-26 00:00:00,2.2,24.8,33.2,77.5,99.9,0.0,9.0
Jayashankar-Bhupalpally,Bhupalpalle,2019-09-27 00:00:00,0.3,24.9,30.6,80.6,99.9,0.0,9.0
Jayashankar-Bhupalpally,Bhupalpalle,2019-09-28 00:00:00,0.0,25.7,32.6,73.5,100.0,0.0,7.8
Jayashankar-Bhupalpally,Bhupalpalle,2019-09-29 00:00:00,0.0,27.4,32.6,77.8,98.2,0.0,7.3
Jayashankar-Bhupalpally,Bhupalpalle,2019-09-30 00:00:00,45.4,22.4,35.3,69.2,98.7,0.0,9.9
Bhadradri-Kothagudem,Karakagudem,2019-09-25 00:00:00,11.0,24.9,31.3,79.9,98.5,0.0,1.8
Bhadradri-Kothagudem,Karakagudem,2019-09-26 00:00:00,0.0,25.0,30.3,81.0,96.7,0.0,4.0
Bhadradri-Kothagudem,Karakagudem,2019-09-27 00:00:00,7.8,23.8,28.7,85.0,96.2,0.0,4.2
Bhadradri-Kothagudem,Karakagudem,2019-09-28 00:00:00,1.3,24.8,32.2,72.7,96.0,0.0,2.3
Bhadradri-Kothagudem,Karakagudem,2019-09-29 00:00:00,0.0,25.4,32.0,76.1,95.9,0.0,2.9
Bhadradri-Kothagudem,Karakagudem,2019-09-30 00:00:00,0.0,25.3,31.8,72.5,95.9,0.0,3.2
Bhadradri-Kothagudem,Pinapaka,2019-09-25 00:00:00,23.6,26.4,35.2,66.6,97.7,0.0,9.3
Bhadradri-Kothagudem,Pinapaka,2019-09-26 00:00:00,0.0,26.3,32.9,74.1,95.2,0.0,12.4
Bhadradri-Kothagudem,Pinapaka,2019-09-27 00:00:00,1.6,24.9,32.6,77.0,92.8,0.0,10.8
Bhadradri-Kothagudem,Pinapaka,2019-09-28 00:00:00,0.0,25.8,32.6,71.5,93.0,0.0,9.3
Bhadradri-Kothagudem,Pinapaka,2019-09-29 00:00:00,0.0,25.9,35.8,63.5,93.0,0.0,5.8
Bhadradri-Kothagudem,Pinapaka,2019-09-30 00:00:00,0.0,26.1,35.2,51.5,91.5,0.0,6.5
Bhadradri-Kothagudem,Cherla,2019-09-25 00:00:00,4.6,25.1,32.1,69.2,90.7,0.0,9.3
Bhadradri-Kothagudem,Cherla,2019-09-26 00:00:00,0.3,25.0,30.9,76.5,90.6,0.0,12.4
Bhadradri-Kothagudem,Cherla,2019-09-27 00:00:00,5.7,24.3,29.8,78.8,90.7,0.0,10.8
Bhadradri-Kothagudem,Cherla,2019-09-28 00:00:00,3.2,23.9,31.1,70.8,90.7,0.0,9.3
Bhadradri-Kothagudem,Cherla,2019-09-29 00:00:00,0.0,25.7,31.9,71.0,90.4,0.0,5.8
Bhadradri-Kothagudem,Cherla,2019-09-30 00:00:00,0.0,25.8,34.1,66.4,90.0,0.0,6.5
Bhadradri-Kothagudem,Dummugudem,2019-09-25 00:00:00,16.4,24.5,35.8,90.2,99.9,0.0,4.4
Bhadradri-Kothagudem,Dummugudem,2019-09-26 00:00:00,3.5,24.5,32.8,83.1,99.9,0.0,0.9
Bhadradri-Kothagudem,Dummugudem,2019-09-27 00:00:00,5.1,24.9,32.8,87.0,99.9,0.0,3.3
Bhadradri-Kothagudem,Dummugudem,2019-09-28 00:00:00,7.8,24.6,34.9,68.2,99.9,0.0,0.1
Bhadradri-Kothagudem,Dummugudem,2019-09-29 00:00:00,0.0,25.5,35.4,67.7,99.9,0.0,1.3
Bhadradri-Kothagudem,Dummugudem,2019-09-30 00:00:00,0.0,24.1,34.4,60.2,99.9,0.0,2.8
Bhadradri-Kothagudem,Aswapuram,2019-09-25 00:00:00,12.2,24.0,33.6,62.8,90.8,0.0,4.7
Bhadradri-Kothagudem,Aswapuram,2019-09-26 00:00:00,2.1,23.5,31.5,68.9,90.6,0.0,9.0
Bhadradri-Kothagudem,Aswapuram,2019-09-27 00:00:00,1.2,23.4,30.2,70.4,90.5,0.0,5.5
Bhadradri-Kothagudem,Aswapuram,2019-09-28 00:00:00,20.8,23.1,32.8,61.7,90.0,0.0,5.3
Bhadradri-Kothagudem,Aswapuram,2019-09-29 00:00:00,0.0,24.3,34.1,59.3,88.9,0.0,6.5
Bhadradri-Kothagudem,Aswapuram,2019-09-30 00:00:00,0.0,22.4,35.1,52.7,87.4,0.0,7.1
Bhadradri-Kothagudem,Manuguru,2019-09-25 00:00:00,11.3,24.5,35.4,82.9,99.9,0.0,4.7
Bhadradri-Kothagudem,Manuguru,2019-09-26 00:00:00,1.8,24.5,31.7,76.5,90.6,0.0,9.0
Bhadradri-Kothagudem,Manuguru,2019-09-27 00:00:00,0.0,24.2,30.7,83.2,93.7,0.0,5.5
Bhadradri-Kothagudem,Manuguru,2019-09-28 00:00:00,3.4,24.0,32.7,68.2,93.5,0.0,5.3
Bhadradri-Kothagudem,Manuguru,2019-09-29 00:00:00,0.0,25.5,33.4,67.7,93.0,0.0,6.5
Bhadradri-Kothagudem,Manuguru,2019-09-30 00:00:00,0.0,24.1,34.4,60.2,92.4,0.0,7.1
Bhadradri-Kothagudem,Allapalli,2019-09-25 00:00:00,14.3,24.9,35.2,71.4,99.9,0.0,5.8
Bhadradri-Kothagudem,Allapalli,2019-09-26 00:00:00,1.8,24.9,30.2,79.6,99.9,0.0,8.0
Bhadradri-Kothagudem,Allapalli,2019-09-27 00:00:00,6.8,24.7,30.2,83.5,99.9,0.0,12.9
Bhadradri-Kothagudem,Allapalli,2019-09-28 00:00:00,0.0,24.9,35.5,65.7,99.9,0.0,6.9
Bhadradri-Kothagudem,Allapalli,2019-09-29 00:00:00,0.0,24.9,33.0,73.2,99.9,0.0,7.8
