,District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
263,Sangareddy,Nagalgidda,2019-10-01,1.5,23.0,32.4,65.5,97.0,0.0,1.0
264,Sangareddy,Manoor,2019-10-01,1.0,21.2,31.2,73.5,100.0,0.0,12.9
265,Sangareddy,Raikode,2019-10-01,0.6,23.2,31.9,60.3,99.0,0.0,14.6
266,Sangareddy,Naykal,2019-10-01,0.0,22.7,31.9,62.1,99.9,0.0,14.6
267,Sangareddy,Zahirabad,2019-10-01,0.0,22.6,30.725,70.6,97.725,0.0,15.0
268,Sangareddy,Mogdampalle,2019-10-01,0.0,22.6,31.4,60.0,98.6,0.0,15.0
269,Sangareddy,Kohir,2019-10-01,0.0,22.35,31.1,80.6,100.0,0.0,14.9
270,Sangareddy,Jharasangam,2019-10-01,0.0,22.7,31.9,62.1,100.0,0.0,14.6
271,Sangareddy,Munipalli,2019-10-01,0.2,22.6,31.05,75.2,95.5,0.0,4.3
272,Sangareddy,Watpalle,2019-10-01,1.0,23.7,32.6,74.5,99.9,0.0,0.6
273,Sangareddy,Andhole,2019-10-01,1.7,23.7,32.95,69.85,95.9,0.0,4.2
274,Sangareddy,Pulkal,2019-10-01,1.1,22.8,30.85,65.15,96.3,0.0,4.0
275,Sangareddy,Sadasivpet,2019-10-01,0.0,22.7,33.1,64.8,97.8,0.0,3.4
276,Sangareddy,Kondapur,2019-10-01,0.3,22.2,29.1,66.9,94.6,0.0,3.4
277,Sangareddy,Sangareddy,2019-10-01,4.7,22.4,29.8,66.1,99.9,0.0,0.2
278,Sangareddy,Hathanoora,2019-10-01,1.7,21.5,30.7,66.0,96.65,0.0,10.7
279,Sangareddy,Gummadidala,2019-10-01,35.1,22.35,31.85,68.65,98.6,0.0,8.4
280,Sangareddy,Jinnaram,2019-10-01,20.5,21.5,29.8,76.0,100.0,0.0,2.0
281,Sangareddy,Kandi,2019-10-01,5.8,22.3,31.3,78.6,100.0,0.0,0.2
282,Sangareddy,Patancheruvu,2019-10-01,3.1,22.7,30.925,70.675,96.7,0.0,7.7
283,Sangareddy,Ameenapur,2019-10-01,18.5,21.9,30.7,65.3,98.5,0.0,0.2
284,Sangareddy,Ramachandrapuram,2019-10-01,5.4,23.2,30.9,63.45,95.0,0.0,6.9
285,Medak,Shankarampet_A,2019-10-01,6.5,22.6,32.3,75.0,99.9,0.0,9.4
286,Medak,Regode,2019-10-01,1.1,22.4,30.9,76.9,99.9,0.0,4.0
287,Medak,Alladurg,2019-10-01,2.5,22.4,32.6,73.6,99.9,0.0,7.6
288,Medak,Tekmal,2019-10-01,22.4,21.9,31.6,65.95,95.55,0.0,11.2
289,Medak,Papannapet,2019-10-01,16.9,22.0666666666667,32.3666666666667,71.6,99.5,0.1,15.7
290,Medak,Havelighanpur,2019-10-01,17.9,22.0,33.2,65.6666666666667,97.5,0.0,13.4
291,Medak,Ramayampet,2019-10-01,3.7,22.9,31.6666666666667,85.4666666666667,99.7666666666667,0.0,27.5
292,Medak,Nizampet,2019-10-01,0.0,22.9,31.5,84.6,98.8,0.0,9.4
293,Medak,Chegunta,2019-10-01,0.0,22.1,30.4,71.7,97.6,0.0,1.8
294,Medak,Narsingi,2019-10-01,14.3,21.1,32.0,77.0,100.0,0.0,10.4
295,Medak,Shankarampet_R,2019-10-01,0.7,21.9,30.5,77.8,99.9,0.0,14.1
296,Medak,Medak,2019-10-01,0.0,22.1666666666667,31.2,75.3333333333333,97.4333333333333,0.0,1.7
297,Medak,Kulcharam,2019-10-01,5.5,22.3,31.3,67.6,96.9,0.0,1.6
298,Medak,Chilipched,2019-10-01,11.5,22.0,31.6,73.8,99.4,0.0,11.1
299,Medak,Kowdipalle,2019-10-01,0.5,22.1,32.7,62.65,99.9,0.0,11.4
300,Medak,Narsapur,2019-10-01,14.4,21.6,30.7333333333333,81.4666666666667,99.9666666666667,0.0,10.7
301,Medak,Shivampet,2019-10-01,14.0,21.45,32.15,71.25,99.4,0.0,8.4
302,Medak,Yeldurthy,2019-10-01,31.1,21.5,30.45,73.4,99.95,0.0,12.1
303,Medak,Tupran,2019-10-01,14.3,21.2,29.4,75.1,100.0,0.0,0.1
304,Medak,Manoharabad,2019-10-01,16.0,21.1,31.5,80.6,100.0,0.0,5.7
305,Siddipet,Dubbak,2019-10-01,4.7,22.1333333333333,31.9333333333333,75.4,100.0,0.0,10.4
306,Siddipet,Siddipet_Rural,2019-10-01,0.0,22.3,32.8,68.9,93.2,0.0,9.2
307,Siddipet,Chinnakodur,2019-10-01,3.5,22.2,31.3,70.3,98.1,0.0,7.5
308,Siddipet,Bejjanki,2019-10-01,0.0,23.8,32.5,76.4,99.9,0.0,6.5
309,Siddipet,Koheda,2019-10-01,0.1,23.7666666666667,32.2666666666667,83.7333333333333,99.5,0.0,14.4
310,Siddipet,Husnabad,2019-10-01,0.8,24.1,32.8,85.4,100.0,0.0,0.1
311,Siddipet,Anthakkapeta,2019-10-01,0.0,24.1,30.15,74.6,93.3,0.0,7.9
312,Siddipet,Nanganur,2019-10-01,0.0,23.9,30.5,92.0,100.0,0.0,12.5
313,Siddipet,Siddipet_Urban,2019-10-01,0.4,22.6,31.1,69.3,97.3,0.0,1.3
314,Siddipet,Thoguta,2019-10-01,5.7,22.25,30.85,82.525,100.0,0.0,13.4
315,Siddipet,Mirdoddi,2019-10-01,17.5,24.3,32.0,91.9,100.0,0.0,4.7
316,Siddipet,Doultabad,2019-10-01,21.4,21.4,30.8,74.4,96.5,0.0,13.5
317,Siddipet,Rayapole,2019-10-01,4.9,21.35,30.7,77.45,100.0,0.0,0.1
318,Siddipet,Wargal,2019-10-01,0.0,21.4,30.6,78.8,99.9,0.0,2.4
319,Siddipet,Mulug,2019-10-01,1.0,21.65,31.25,77.75,99.55,0.0,2.4
320,Siddipet,Markook,2019-10-01,18.5,21.3,28.3,81.2,99.7,0.0,7.6
321,Siddipet,Jagadevpur,2019-10-01,0.3,21.8,30.9,77.15,98.2,0.0,6.0
322,Siddipet,Gajwel,2019-10-01,4.8,22.0666666666667,30.4333333333333,77.5,99.9666666666667,0.0,10.8
323,Siddipet,Kondapak,2019-10-01,0.0,22.1,32.25,69.1,99.05,0.0,6.4
324,Siddipet,Komaravelly,2019-10-01,0.0,22.9,29.0,77.7,97.0,0.0,11.1
325,Siddipet,Cheriyal,2019-10-01,0.0,23.45,31.2,82.7,99.95,0.0,5.7
326,Siddipet,Maddur,2019-10-01,0.0,22.9,29.1,77.8,98.8,0.0,1.5
327,Siddipet,Narayanraopet,2019-10-01,3.3,22.6,31.0,66.8,97.6,0.0,2.6
328,Jangaon,Tharigoppula,2019-10-01,0.0,23.7,29.1,74.5,99.5,0.0,0.5
329,Jangaon,Chilpur,2019-10-01,0.0,23.2,28.6,95.3,100.0,0.0,4.9
330,Jangaon,Zaffergadh,2019-10-01,0.0,24.3,29.55,80.7,96.8,0.0,10.2
331,Jangaon,Ganpur_Stn,2019-10-01,0.2,23.6,29.1,88.7,99.1,0.0,8.7
332,Jangaon,Raghunathpalle,2019-10-01,0.0,23.8,35.2,64.7,98.8,0.0,2.8
333,Jangaon,Narmetta,2019-10-01,0.0,23.3,29.1,78.4,99.1,0.0,0.5
334,Jangaon,Bachannapeta,2019-10-01,0.0,22.2,31.45,66.2,100.0,0.0,3.9
335,Jangaon,Jangaon,2019-10-01,0.0,23.05,30.85,74.45,98.7,0.0,0.9
336,Jangaon,Lingalaghanpur,2019-10-01,0.0,24.4,32.6,79.6,99.9,0.0,0.9
337,Jangaon,Devaruppala,2019-10-01,0.0,24.3,31.65,63.9,91.6,0.0,2.8
338,Jangaon,Palakurthi,2019-10-01,0.2,24.2666666666667,29.7333333333333,93.3666666666667,99.9666666666667,0.0,12.2
339,Jangaon,Kodakandla,2019-10-01,0.0,26.5,32.3,79.0,92.3,0.0,3.2
340,Yadadri-Bhongir,Turkapalle_M,2019-10-01,0.0,23.7,32.8,70.5,97.9,0.0,11.6
341,Yadadri-Bhongir,Rajapet,2019-10-01,0.0,21.65,31.65,63.75,93.25,0.0,7.1
342,Yadadri-Bhongir,Alair,2019-10-01,0.0,23.2333333333333,29.9333333333333,75.6333333333333,97.8333333333333,0.0,5.7
343,Yadadri-Bhongir,Mootakondur,2019-10-01,0.0,23.1,31.7,64.5,94.9,0.0,5.7
344,Yadadri-Bhongir,Yadagirigutta,2019-10-01,0.0,23.8,31.8,67.6,94.7,0.0,5.7
345,Yadadri-Bhongir,Bhongiri,2019-10-01,0.0,24.15,34.4,63.6,98.45,0.0,3.5
346,Yadadri-Bhongir,Bommalaramaram,2019-10-01,0.0,22.4,31.6,70.15,96.0,0.0,10.9
347,Yadadri-Bhongir,Bibinagar,2019-10-01,0.8,24.9,31.1,82.35,99.25,0.0,5.7
348,Yadadri-Bhongir,Pochampalle,2019-10-01,1.7,23.3,32.7,72.8,100.0,0.0,5.7
349,Yadadri-Bhongir,Choutuppal,2019-10-01,0.0,23.85,30.9,79.35,99.4,0.0,10.1
350,Yadadri-Bhongir,Narayanapur,2019-10-01,0.0,22.4,31.95,64.15,100.0,0.0,10.6
351,Yadadri-Bhongir,Ramannapeta,2019-10-01,0.0,24.7,31.8,74.65,99.95,0.0,11.7
352,Yadadri-Bhongir,Valigonda,2019-10-01,0.0,24.35,31.1,78.15,100.0,0.0,10.1
353,Yadadri-Bhongir,Atmakur_M,2019-10-01,0.0,24.2,33.5,60.5,97.0,0.0,1.3
354,Yadadri-Bhongir,Mothkur,2019-10-01,0.0,23.2,32.95,69.1,96.15,0.0,8.2
355,Yadadri-Bhongir,Addagudur,2019-10-01,0.0,24.9,35.0,63.9,97.9,0.0,7.4
356,Yadadri-Bhongir,Gundala,2019-10-01,0.0,24.5,30.1,72.2,97.7,0.0,2.8
357,Medchal-Malkajgiri,Medchel,2019-10-01,8.9,21.0,30.55,70.7,98.95,0.0,2.4
358,Medchal-Malkajgiri,Dundigal_Gandimaisamma,2019-10-01,24.3,21.85,30.85,68.3,96.4,0.0,10.8
359,Medchal-Malkajgiri,Bachpalle,2019-10-01,16.5,22.2,31.5,70.0,90.2,0.0,0.4
360,Medchal-Malkajgiri,Quthbullapur,2019-10-01,24.3,22.19,30.7,67.24,94.36,0.0,5.0
361,Medchal-Malkajgiri,Kukatpally,2019-10-01,25.3,21.7444444444444,30.2555555555555,62.4555555555555,96.0222222222222,0.0,12.3
362,Medchal-Malkajgiri,Balanagar,2019-10-01,19.0,22.6,30.16,64.48,94.64,0.0,4.4
363,Medchal-Malkajgiri,Alwal,2019-10-01,34.5,22.0666666666667,30.0333333333333,76.5666666666667,98.7666666666667,0.0,2.5
364,Medchal-Malkajgiri,Malkajgiri,2019-10-01,4.6,23.2444444444444,30.2333333333333,69.4555555555556,94.3555555555556,0.1,2.6
365,Medchal-Malkajgiri,Uppal,2019-10-01,0.3,23.2181818181818,31.0818181818182,63.0636363636364,92.9818181818182,0.1,2.4
366,Medchal-Malkajgiri,Medipally,2019-10-01,0.0,23.05,30.85,65.85,93.35,0.0,2.3
367,Medchal-Malkajgiri,Kapra,2019-10-01,9.2,22.46,30.04,68.34,95.64,0.0,6.4
368,Medchal-Malkajgiri,Shamirpet,2019-10-01,22.2,21.7,31.9,59.55,92.05,0.0,6.5
369,Medchal-Malkajgiri,Keesara,2019-10-01,9.0,22.5,31.5,65.65,92.25,0.0,1.5
370,Medchal-Malkajgiri,Ghatkesar,2019-10-01,0.3,22.9333333333333,31.7333333333333,71.4666666666667,99.0333333333333,0.0,4.6
371,Medchal-Malkajgiri,Muduchinthalapally,2019-10-01,29.0,21.4,30.9,81.7,100.0,0.0,1.5
372,Hyderabad,Shaikpet,2019-10-01,21.8,22.6375,30.125,65.75,94.875,0.0,2.3
373,Hyderabad,Ameerpet,2019-10-01,17.2,22.5,29.8,63.9,89.3,0.0,6.4
374,Hyderabad,Secunderabad,2019-10-01,45.5,22.7333333333333,29.9666666666667,70.1666666666667,96.2,0.0,7.0
375,Hyderabad,Tirumalgiri,2019-10-01,38.0,22.3,32.6,64.5,96.9,0.0,2.8
376,Hyderabad,Maredpally,2019-10-01,34.1,22.8,30.5,69.6,95.8333333333333,0.0,9.3
377,Hyderabad,Musheerabad,2019-10-01,20.3,22.6,30.825,69.7,94.1,0.0,1.8
378,Hyderabad,Amberpet,2019-10-01,0.0,24.1,29.8666666666667,68.7,88.4333333333333,0.0,2.2
379,Hyderabad,Himayatnagar,2019-10-01,17.1,23.0666666666667,30.1333333333333,65.7666666666667,95.5333333333333,0.0,2.4
380,Hyderabad,Nampally,2019-10-01,24.7,23.3,29.76,66.14,91.02,0.0,59.3
381,Hyderabad,Khairatabad,2019-10-01,20.0,22.1666666666667,29.8333333333333,67.7,94.4,0.0,6.4
382,Hyderabad,Asifnagar,2019-10-01,4.9,23.3,30.3,66.8285714285714,92.7714285714286,0.0,2.7
383,Hyderabad,Golkonda,2019-10-01,1.0,23.15,30.45,65.3,95.65,0.0,6.1
384,Hyderabad,Bahadurpura,2019-10-01,0.0,24.26,31.42,61.94,88.08,0.0,2.9
385,Hyderabad,Bandlaguda,2019-10-01,0.0,23.6,31.18,60.68,91.14,0.0,12.9
386,Hyderabad,Charminar,2019-10-01,0.0,24.2,31.4,58.575,88.225,0.1,5.2
387,Hyderabad,Saidabad,2019-10-01,0.0,24.025,31.8,61.7,91.625,0.0,1.8
388,Rangareddy,Shankarpalle,2019-10-01,0.6,22.15,31.0,74.6,99.55,0.0,7.7
389,Rangareddy,Serilingampally,2019-10-01,23.5,22.4363636363636,30.7818181818182,63.9818181818182,94.0545454545455,0.1,3.4
390,Rangareddy,Gandipet,2019-10-01,13.2,23.2,31.3,64.0,91.75,0.0,1.3
391,Rangareddy,Rajendranagar,2019-10-01,0.0,23.2857142857143,31.0142857142857,65.7,93.0714285714286,0.0,1.8
392,Rangareddy,Balapur,2019-10-01,1.3,23.6666666666667,31.4666666666667,63.8,98.9,0.0,2.3
393,Rangareddy,Saroornagar,2019-10-01,0.3,23.2,30.8,68.2166666666667,92.8333333333333,0.0,9.1
394,Rangareddy,Hayathnagar,2019-10-01,0.0,23.12,30.5,68.78,95.14,0.0,2.3
395,Rangareddy,Abdullapurmet,2019-10-01,0.4,22.9166666666667,29.8333333333333,72.3166666666667,96.0333333333333,0.0,12.0
396,Rangareddy,Ibrahimpatnam,2019-10-01,10.7,22.125,30.7,75.7,99.2,0.0,12.0
397,Rangareddy,Manchal,2019-10-01,18.6,22.55,31.85,62.15,92.8,0.0,11.4
398,Rangareddy,Yacharam,2019-10-01,0.5,22.5,30.9666666666667,64.3,93.5666666666667,0.0,14.4
399,Rangareddy,Madgul,2019-10-01,15.8,24.0,32.65,60.65,99.95,0.0,9.5
400,Rangareddy,Amangal,2019-10-01,8.4,21.6,30.2,79.5,100.0,0.0,8.2
401,Rangareddy,Talakondapalle,2019-10-01,0.8,22.45,31.85,67.35,99.95,0.0,12.3
402,Rangareddy,Keshampeta,2019-10-01,0.5,21.9,30.1,69.7666666666667,95.6,0.0,7.1
403,Rangareddy,Kadthal,2019-10-01,6.0,21.6,30.15,81.1,100.0,0.0,14.7
404,Rangareddy,Kandukur,2019-10-01,45.2,22.2,29.9,70.6666666666667,97.7666666666667,0.0,18.8
405,Rangareddy,Maheshwaram,2019-10-01,7.1,22.5333333333333,30.1666666666667,72.2333333333333,97.1666666666667,0.0,8.0
406,Rangareddy,Shamshabad,2019-10-01,0.0,22.4,31.3,73.2,98.4,0.0,0.3
407,Rangareddy,Moinabad,2019-10-01,0.3,22.4,30.975,70.125,98.575,0.0,8.2
408,Rangareddy,Chevella,2019-10-01,0.3,22.15,31.4,79.1,100.0,0.0,14.3
409,Rangareddy,Shabad,2019-10-01,0.0,22.0666666666667,31.3,75.1333333333333,97.5333333333333,0.0,8.4
410,Rangareddy,Kothur,2019-10-01,0.0,23.4,32.6,73.9,99.9,0.0,8.0
411,Rangareddy,Nandigam,2019-10-01,0.0,23.1,31.1,72.4,99.9,0.0,12.1
412,Rangareddy,Farooqnagar,2019-10-01,0.0,21.85,30.2,80.95,99.95,0.0,12.1
413,Rangareddy,Kondurg,2019-10-01,0.0,22.1,30.1,76.6,97.3,0.0,0.1
414,Rangareddy,Chowdergudem,2019-10-01,0.0,21.6,29.6,70.7,92.0,0.0,9.4
415,Vikarabad,Marpalle,2019-10-01,0.0,23.1,30.3,81.1,95.3,0.0,0.8
416,Vikarabad,Mominpet,2019-10-01,0.0,21.9,30.5,66.6,97.5,0.0,0.2
417,Vikarabad,Nawabpet,2019-10-01,0.0,22.1,29.7,75.7,96.1,0.0,0.2
418,Vikarabad,Vikarabad,2019-10-01,0.0,22.4333333333333,29.8,80.9333333333333,97.0666666666667,0.0,11.6
419,Vikarabad,Pudur,2019-10-01,0.0,22.15,28.8,77.5,98.85,0.0,1.7
420,Vikarabad,Pargi,2019-10-01,0.0,21.85,29.1,80.65,96.85,0.0,15.1
421,Vikarabad,Kulkacharla,2019-10-01,0.3,21.8,29.5333333333333,81.6333333333333,98.5333333333333,0.0,10.2
422,Vikarabad,Doma,2019-10-01,0.0,21.7,32.2,63.4,98.2,0.0,7.4
423,Vikarabad,Bomraspeta,2019-10-01,0.0,24.3,32.75,67.5,99.05,0.0,5.8
424,Vikarabad,Dharur,2019-10-01,0.0,23.9,30.6,68.3,96.9,0.0,7.2
425,Vikarabad,Kotepally,2019-10-01,0.0,23.1,32.8,81.0,100.0,0.0,5.2
426,Vikarabad,Bantwaram,2019-10-01,0.0,22.25,30.9,69.65,96.95,0.0,0.2
427,Vikarabad,Peddemul,2019-10-01,0.0,24.4,31.4,63.4,81.5,0.0,5.2
428,Vikarabad,Tandur,2019-10-01,0.0,24.9,32.5,66.9,99.9,0.0,2.8
429,Vikarabad,Basheerabad,2019-10-01,0.0,24.15,31.5,62.65,96.85,0.0,9.2
430,Vikarabad,Yelal,2019-10-01,0.0,23.7333333333333,32.4333333333333,69.3333333333333,91.7666666666667,0.0,2.8
431,Vikarabad,Kodangal,2019-10-01,0.0,24.1,32.2,73.4,100.0,0.0,5.8
432,Vikarabad,Doulatabad,2019-10-01,0.0,23.5,30.8,71.2,97.9,0.0,7.2
433,Mahabubnagar,Chinna_Chintha_Kunta,2019-10-01,0.0,23.15,31.65,60.1,93.25,0.0,13.2
434,Mahabubnagar,Koilkonda,2019-10-01,0.0,22.2,31.6,68.65,99.85,0.0,10.7
435,Mahabubnagar,Gandeed,2019-10-01,0.0,21.85,31.35,73.2,99.3,0.0,9.3
436,Mahabubnagar,Hanwada,2019-10-01,0.0,21.9,31.8,64.9,99.3,0.0,1.4
437,Mahabubnagar,Mahabubnagar_Rural,2019-10-01,0.0,22.2,35.1,53.8,85.0,0.0,6.8
438,Mahabubnagar,Devarkadara,2019-10-01,0.0,22.1,31.9,59.5,81.8,0.0,3.8
439,Mahabubnagar,Addakal,2019-10-01,0.0,23.6,31.8,68.8,95.5,0.0,5.9
440,Mahabubnagar,Musapet,2019-10-01,0.0,22.4,32.3,60.3,90.9,0.0,9.0
441,Mahabubnagar,Bhoothpur,2019-10-01,0.0,22.0,31.3,70.3,92.7,0.0,8.9
442,Mahabubnagar,Mahabubnagar_Urban,2019-10-01,0.0,22.9,30.95,59.45,91.05,0.0,6.3
443,Mahabubnagar,Nawabpet,2019-10-01,0.0,23.05,30.65,84.65,99.9,0.0,14.5
444,Mahabubnagar,Balanagar,2019-10-01,0.0,22.45,30.95,75.25,99.1,0.0,4.1
445,Mahabubnagar,Rajapur,2019-10-01,0.0,22.8,29.6,78.7,94.8,0.0,4.1
446,Mahabubnagar,Jadcherla,2019-10-01,0.0,22.2,31.8,58.4,93.4,0.0,4.5
447,Mahabubnagar,Midjil,2019-10-01,0.0,22.7333333333333,32.8333333333333,59.3666666666667,98.5666666666667,0.0,7.2
448,Jogulamba-Gadwal,Kaloor_Timmanadoddi,2019-10-01,0.0,23.1,31.2,58.9,95.0,0.2,0.4
449,Jogulamba-Gadwal,Dharur,2019-10-01,0.0,23.6333333333333,32.7666666666667,65.6666666666667,98.1,0.0,11.4
450,Jogulamba-Gadwal,Gadwal,2019-10-01,0.0,23.6,33.4,55.8,94.4,0.0,1.7
451,Jogulamba-Gadwal,Itikyal,2019-10-01,0.0,24.05,34.0,59.35,99.25,0.0,6.0
452,Jogulamba-Gadwal,Maldakal,2019-10-01,0.0,22.95,33.25,54.8,80.5,0.0,11.2
453,Jogulamba-Gadwal,Ghattu,2019-10-01,0.0,23.4,32.1,62.5,76.6,0.2,0.4
454,Jogulamba-Gadwal,Aiza,2019-10-01,0.0,23.5,32.2,63.45,91.8,0.0,2.4
455,Jogulamba-Gadwal,Rajoli,2019-10-01,0.0,24.9,35.1,59.2,99.9,0.0,1.2
456,Jogulamba-Gadwal,Waddepalle,2019-10-01,0.0,23.8,32.7,57.6,89.1,0.0,1.2
457,Jogulamba-Gadwal,Manopad,2019-10-01,0.0,23.2,32.3,53.8,92.1,0.0,12.6
458,Jogulamba-Gadwal,Undavelli,2019-10-01,0.0,24.65,34.2,61.75,99.9,0.0,14.5
459,Jogulamba-Gadwal,Alampur,2019-10-01,0.0,24.5,33.9,59.0,90.0,0.2,0.2
460,Wanaparthy,Amarchinta,2019-10-01,0.0,23.6,32.9,59.2,95.5,0.0,2.4
461,Wanaparthy,Madanapur,2019-10-01,0.0,23.0,35.0,52.9,92.8,0.0,6.1
462,Wanaparthy,Peddamandadi,2019-10-01,0.0,22.6,31.4,62.4,96.3,0.0,0.5
463,Wanaparthy,Ghanpur,2019-10-01,0.0,22.6,32.1,75.65,99.95,0.0,7.0
464,Wanaparthy,Gopalpeta,2019-10-01,0.0,23.3,33.7,62.7,99.9,0.0,6.7
465,Wanaparthy,Revelly,2019-10-01,0.0,21.8,31.6,59.8,98.1,0.0,13.4
466,Wanaparthy,Pangal,2019-10-01,0.0,23.3333333333333,32.2333333333333,64.2333333333333,97.2666666666667,0.0,8.6
467,Wanaparthy,Wanaparthy,2019-10-01,0.0,24.1,35.8,59.0,99.9,0.0,7.7
468,Wanaparthy,Kothakota,2019-10-01,0.0,22.85,34.4,55.85,97.15,0.0,4.9
469,Wanaparthy,Atmakur,2019-10-01,0.0,23.5,34.0,66.6,100.0,0.0,6.1
470,Wanaparthy,Pebbair,2019-10-01,0.0,24.9,35.2,63.6,99.9,0.0,6.0
471,Wanaparthy,Srirangapur,2019-10-01,0.0,23.6,32.4,58.0,94.0,0.1,0.3
472,Wanaparthy,Veepangandla,2019-10-01,0.4,24.9,33.0,77.5,99.9,0.0,15.2
473,Wanaparthy,Chinnambavi,2019-10-01,0.0,23.85,33.35,57.0,97.75,0.0,15.2
474,Nagarkurnool,Thimmajipeta,2019-10-01,0.0,22.4,32.0,61.4,95.9,0.0,4.5
475,Nagarkurnool,Bijinapalle,2019-10-01,0.3,22.4,32.4333333333333,58.6666666666667,94.5666666666667,0.0,12.1
476,Nagarkurnool,Nagar_Kurnool,2019-10-01,0.2,22.325,31.775,63.975,98.475,0.0,7.8
477,Nagarkurnool,Tadoor,2019-10-01,0.0,21.4,31.4,56.8,96.8,0.0,13.5
478,Nagarkurnool,Urkonda,2019-10-01,0.0,22.2,34.1,64.0,100.0,0.0,6.5
479,Nagarkurnool,Veldanda,2019-10-01,0.2,23.25,33.45,64.8,98.75,0.0,9.8
480,Nagarkurnool,Charakonda,2019-10-01,0.0,23.0,34.8,68.3,100.0,0.0,15.0
481,Nagarkurnool,Vangoor,2019-10-01,17.5,22.3,34.0,46.9,99.9,0.0,14.8
482,Nagarkurnool,Kalwakurthy,2019-10-01,0.0,22.1,33.9333333333333,51.6666666666667,97.1666666666667,0.0,13.5
483,Nagarkurnool,Telkapalle,2019-10-01,0.0,22.4,31.1,55.6,98.85,0.0,14.1
484,Nagarkurnool,Uppunuthala,2019-10-01,0.0,22.05,33.5,51.0,97.3,0.0,3.9
485,Nagarkurnool,Achampet,2019-10-01,3.5,22.9666666666667,33.1,58.8666666666667,98.2333333333333,0.0,7.8
486,Nagarkurnool,Amrabad,2019-10-01,0.0,21.5,33.3,55.4,94.1,0.0,5.9
487,Nagarkurnool,Padra,2019-10-01,0.0,22.55,30.95,76.3,100.0,0.0,12.5
488,Nagarkurnool,Balmoor,2019-10-01,0.0,21.65,32.3,61.5,94.55,0.0,7.8
489,Nagarkurnool,Lingal,2019-10-01,0.0,22.2,33.3,60.2,97.9,0.0,7.8
490,Nagarkurnool,Peddakothapalle,2019-10-01,0.0,22.45,33.15,53.15,97.8,0.0,13.3
491,Nagarkurnool,Kodair,2019-10-01,0.0,22.4,33.3,57.1,99.9,0.0,13.0
492,Nagarkurnool,Kollapur,2019-10-01,0.0,23.0,32.6,58.5,99.0,0.0,8.8
493,Nagarkurnool,Pentlavelli,2019-10-01,0.0,23.4,32.0,59.2,100.0,0.0,5.9
494,Nalgonda,Chityala,2019-10-01,0.0,24.9,32.6,70.9,98.6,0.0,11.7
495,Nalgonda,Narketpalle,2019-10-01,0.4,24.7333333333333,32.2333333333333,80.8,98.1333333333333,0.0,8.5
496,Nalgonda,Kattangoor,2019-10-01,0.2,24.8,33.6666666666667,65.3333333333333,97.1,0.0,6.6
497,Nalgonda,Saligouraram,2019-10-01,0.0,24.9,33.5,69.4,97.9,0.0,10.9
498,Nalgonda,Nakrekal,2019-10-01,0.0,25.1,32.1,67.3,96.6,0.0,1.0
499,Nalgonda,Kethepalle,2019-10-01,0.0,25.0,32.2,74.9,97.7,0.0,1.0
500,Nalgonda,Thipparthi,2019-10-01,0.8,24.8,33.55,67.4,91.05,0.0,2.3
501,Nalgonda,Nalgonda,2019-10-01,0.0,24.7,33.45,67.825,96.475,0.0,9.7
502,Nalgonda,Kangal,2019-10-01,0.0,25.0,35.2,60.0,97.6,0.0,6.9
503,Nalgonda,Munugode,2019-10-01,0.0,24.6,35.3,65.7,100.0,0.0,4.7
504,Nalgonda,Chandur,2019-10-01,0.0,24.3,34.45,63.7,95.25,0.0,4.6
505,Nalgonda,Marriguda,2019-10-01,0.0,24.05,32.75,75.0,99.95,0.0,14.6
506,Nalgonda,Chinthapalle,2019-10-01,0.0,23.8,34.4,58.85,97.55,0.0,16.2
507,Nalgonda,Nampalle,2019-10-01,0.0,24.0,32.8,63.5,95.85,0.0,4.4
508,Nalgonda,Gurrampode,2019-10-01,0.0,24.55,34.75,56.7,92.7,0.0,5.9
509,Nalgonda,Anumula_Haliya,2019-10-01,1.3,25.6333333333333,34.9666666666667,59.9666666666667,97.1333333333333,0.0,1.8
510,Nalgonda,Nidamanur,2019-10-01,0.0,25.55,33.85,69.75,96.0,0.0,1.8
511,Nalgonda,Thripuraram,2019-10-01,0.0,25.3,34.0,59.7,94.2,0.0,1.5
512,Nalgonda,Madugulapally,2019-10-01,0.0,25.0,35.8,65.1,97.4,0.0,0.5
513,Nalgonda,Vemulapalle,2019-10-01,0.0,25.1,35.8,70.7,99.9,0.0,1.5
514,Nalgonda,Miryalaguda,2019-10-01,0.0,25.45,33.2,85.3,99.95,0.0,5.1
515,Nalgonda,Damaracherla,2019-10-01,0.0,26.5,35.1,74.5,100.0,0.0,5.9
516,Nalgonda,Adavi Devula Palli,2019-10-01,0.0,26.0,35.3,63.5,97.3,0.0,11.2
517,Nalgonda,Tirumalagiri_Sagar,2019-10-01,0.0,26.1,34.1,65.1,80.5,0.0,11.2
518,Nalgonda,Peddavura,2019-10-01,0.0,26.4,34.2,61.95,93.15,0.0,12.5
519,Nalgonda,Pedda_Adiserlapalle,2019-10-01,0.0,25.0333333333333,33.4,59.2333333333333,95.2666666666667,0.0,12.5
520,Nalgonda,Neredugommu,2019-10-01,0.0,24.6,33.2,55.9,87.9,1.6,10.4
